1	2	1343962182
1	2	1344115052
1	2	1344619766
1	2	1343930822
1	2	1344188456
1	2	1343420190
1	3	1344364736
1	3	1343865530
1	3	1343845946
1	4	1343510164
1	4	1343617574
1	4	1343880488
1	4	1343613998
1	4	1344365540
1	4	1343851769
1	4	1344360620
1	4	1344201786
1	5	1344291438
1	5	1344361592
1	5	1343811626
1	7	1343937118
1	7	1344115832
1	7	1343889398
1	7	1344619766
1	7	1344370976
1	7	1344030590
1	7	1344200126
1	7	1344539449
1	7	1344536502
1	7	1344534242
1	8	1344619766
1	8	1343610122
1	8	1343785966
1	8	1343782866
1	8	1343556392
1	8	1344449756
1	8	1344109118
1	8	1344619766
1	8	1344127382
1	9	1344360893
1	9	1344055090
1	9	1344375383
1	9	1343809896
1	9	1343793036
1	9	1344278474
1	10	1344619766
1	10	1344132746
1	10	1343806156
1	10	1343534565
1	10	1344283138
1	10	1344201976
1	10	1344371195
1	13	1344454412
1	13	1344027741
1	13	1344106268
1	14	1343877653
1	16	1344295342
1	16	1344619766
1	16	1343977958
1	16	1343940198
1	16	1343715302
1	16	1343679739
2	3	1344211581
2	3	1344211351
2	3	1343733606
2	3	1344535001
2	3	1344619766
2	3	1344129404
2	3	1343683699
2	3	1344447838
2	3	1343532069
2	4	1343680322
2	4	1344619766
2	4	1344619766
2	4	1343701464
2	4	1343960894
2	4	1344291250
2	4	1343711837
2	4	1343760786
2	4	1344215181
2	4	1344029253
2	7	1344289858
2	7	1344205876
2	7	1343808166
2	7	1344139130
2	7	1344537667
2	7	1344447524
2	7	1344024990
2	7	1344041993
2	7	1344195361
2	11	1344535567
2	11	1344451304
2	11	1344055328
2	11	1344457358
2	12	1343717194
2	12	1344363944
2	12	1343583434
2	12	1344459092
2	12	1343569951
2	13	1344128378
2	13	1343852642
2	13	1344456844
2	13	1343801066
2	13	1343456576
2	13	1344188316
2	13	1343778276
2	13	1343700870
2	13	1343936726
2	13	1343513791
2	14	1344539417
2	14	1343809816
2	14	1343583374
2	14	1343725191
2	14	1343656382
2	14	1343673788
2	14	1343615546
2	14	1343786726
2	14	1344363356
2	16	1343853893
2	16	1344290178
2	16	1343866790
2	16	1344033586
2	17	1343547565
2	17	1344032270
3	6	1343791416
3	7	1344449726
3	7	1344299298
3	7	1343545810
3	8	1343779946
3	8	1344284002
3	8	1343978678
3	8	1344111716
3	8	1344132950
3	8	1344219301
3	8	1344056063
3	9	1343459824
3	9	1344122096
3	10	1343700870
3	10	1344128192
3	10	1343967678
3	10	1343721583
3	10	1344361742
3	10	1343757636
3	10	1343623190
3	10	1344536424
3	10	1343879552
3	11	1344373208
3	11	1344290018
3	11	1344138218
3	11	1344619766
3	11	1344191981
3	11	1343411258
3	11	1344450870
3	12	1343505354
3	12	1344197586
3	12	1343768916
3	12	1343970774
3	12	1344104570
3	13	1343631122
3	13	1343651054
3	13	1344619766
3	13	1344534726
3	13	1344297190
3	13	1343873090
3	13	1343482770
3	13	1343757446
3	14	1344276058
3	14	1343616626
3	16	1343471388
3	16	1344458968
3	16	1343518926
3	16	1343603030
3	16	1343946078
3	16	1344129524
3	16	1344016625
3	16	1344449112
3	16	1343434624
3	17	1344374135
5	2	1344207746
5	2	1343763036
5	2	1343789146
5	2	1344299466
5	2	1344046746
5	2	1344375590
5	2	1343424390
5	4	1343444046
5	10	1344458186
5	10	1344535515
5	10	1344535017
5	10	1344538150
5	10	1344295030
5	10	1343975262
5	11	1343941518
5	11	1343807426
5	12	1343739128
5	12	1343460314
5	12	1344112838
5	13	1344132524
5	13	1344281550
5	13	1344102740
5	13	1344360656
5	13	1343954142
5	13	1343487894
5	13	1343633354
5	17	1344619766
5	17	1343440252
5	17	1344025291
5	17	1344191831
5	17	1344457810
6	5	1343567845
6	5	1343856521
6	5	1344275390
6	5	1344539657
6	5	1343799526
6	5	1344208336
6	13	1343954734
6	13	1343436836
6	13	1344619766
6	13	1344448974
6	13	1344379556
6	13	1343515897
7	4	1343934534
7	4	1344536171
7	4	1344452576
7	4	1343854307
7	4	1344365180
7	4	1344535613
7	4	1343522059
7	4	1344535786
7	4	1343808646
7	5	1343770526
7	5	1344215696
7	5	1343717392
7	5	1343842175
7	5	1343945062
7	5	1344619766
7	5	1344201141
7	5	1343807256
7	5	1344200541
7	5	1344059528
7	6	1344534046
7	6	1344370331
7	6	1343606594
7	6	1343817296
7	8	1344029666
7	8	1344275582
7	8	1344217626
7	8	1344539240
7	8	1344619766
7	8	1344539441
7	8	1343566116
7	8	1344188336
7	10	1343614502
7	10	1343961614
7	10	1344371147
7	10	1344534152
7	10	1344281650
7	10	1344026236
7	10	1343859347
7	10	1344537394
7	10	1344288102
7	11	1344104984
7	14	1344372083
7	14	1343848196
7	16	1344539656
7	16	1344286086
7	17	1343844965
8	2	1344136244
8	2	1344133514
8	2	1344619766
8	2	1343770426
8	2	1343475952
8	2	1344537612
8	2	1344374450
8	2	1344121676
8	2	1343804456
8	4	1343511698
8	4	1344455078
8	4	1343441036
8	4	1343485038
8	6	1343530704
8	6	1344028014
8	6	1343573396
8	6	1344054621
8	6	1343429262
8	6	1344028504
8	6	1344052493
8	6	1344453092
8	6	1343679189
8	6	1344364691
8	9	1343809516
8	13	1344110282
8	13	1343595854
8	15	1344277874
8	15	1344289326
8	15	1344453174
8	15	1343720868
8	15	1344447590
8	15	1343539661
8	15	1343616206
9	2	1344192441
9	2	1343636738
9	2	1343560656
9	2	1344208581
9	2	1343944246
9	2	1343852543
9	10	1343759926
9	10	1344619766
9	10	1343435030
9	10	1344034664
9	10	1343650034
9	12	1343852579
9	12	1343850887
9	12	1343601458
9	12	1343854793
9	12	1343631494
9	13	1344196931
9	13	1344039081
9	14	1344533887
9	14	1344538766
9	14	1344294742
9	14	1344362645
9	14	1344363257
9	17	1344043624
9	17	1344298798
9	17	1344379439
9	17	1344115604
9	17	1344535505
9	17	1343642930
9	17	1344139730
9	17	1343883998
9	17	1344534180
9	17	1344274938
10	2	1343623034
10	2	1344458572
10	4	1344535650
10	4	1344119288
10	8	1344363413
10	16	1343656742
10	16	1344366236
10	16	1344458820
10	16	1344298582
10	16	1343939606
10	16	1344378239
10	16	1343879633
10	16	1343875763
10	17	1344538379
10	17	1343486004
10	17	1344138668
10	17	1344365492
10	17	1344043365
10	17	1344030604
10	17	1344619766
11	4	1343869994
11	4	1343659046
11	4	1343851715
11	4	1344369263
11	4	1344189576
11	4	1344121838
11	4	1344453470
11	4	1343452950
12	4	1343713762
12	4	1344208991
12	4	1344286114
12	4	1344448292
12	4	1343896112
12	4	1343565141
12	4	1344374861
12	4	1344127850
12	6	1344369266
12	6	1343630642
12	6	1344368264
12	6	1344453170
12	6	1343417698
12	7	1343940742
14	10	1343844533
14	10	1344278730
14	10	1344278102
14	10	1344368291
14	10	1344208036
14	10	1343968126
14	16	1343887103
14	16	1344377516
14	16	1344054761
14	16	1343715027
14	16	1343950646
14	16	1344281262
14	16	1344054530
14	16	1344118514
15	2	1343770286
15	2	1343875619
15	2	1343863316
15	2	1343849879
